n	h	f	time	MAX_GENERATIONS	CONSTANT_MEMBERS	POPULATION_SIZE	CROSSOVER_CHANCE	MUTATION_CHANCE	SWAP_ELEMENT_CHANCE	CHANGE_R_CHANCE
10	0.4	955	0.02545559099962702	5	0.3	20	0.3	0.3	0.1	0.3
10	0.6	832	0.025558585999533534	5	0.3	20	0.3	0.3	0.1	0.3
10	0.8	844	0.02750179400027264	5	0.3	20	0.3	0.3	0.1	0.3
10	0.2	2309	0.025415402999897196	5	0.3	20	0.3	0.3	0.1	0.3
10	0.4	1241	0.0253441719996772	5	0.3	20	0.3	0.3	0.1	0.3
10	0.6	941	0.02534053999988828	5	0.3	20	0.3	0.3	0.1	0.3
10	0.8	895	0.025422984999750042	5	0.3	20	0.3	0.3	0.1	0.3
10	0.2	1344	0.02553558699946734	5	0.3	20	0.3	0.3	0.1	0.3
10	0.4	801	0.02545854199979658	5	0.3	20	0.3	0.3	0.1	0.3
10	0.6	635	0.02526672200019675	5	0.3	20	0.3	0.3	0.1	0.3
10	0.8	535	0.025311292999504076	5	0.3	20	0.3	0.3	0.1	0.3
10	0.2	1562	0.025252233000173874	5	0.3	20	0.3	0.3	0.1	0.3
10	0.4	1067	0.025242343000172696	5	0.3	20	0.3	0.3	0.1	0.3
10	0.6	1060	0.025416417999622354	5	0.3	20	0.3	0.3	0.1	0.3
10	0.8	870	0.02532204199997068	5	0.3	20	0.3	0.3	0.1	0.3
10	0.2	3498	0.025332109000373748	5	0.3	20	0.3	0.3	0.1	0.3
10	0.4	1885	0.02532197399978031	5	0.3	20	0.3	0.3	0.1	0.3
10	0.6	1403	0.0252725169993937	5	0.3	20	0.3	0.3	0.1	0.3
10	0.8	1784	0.025383043000147154	5	0.3	20	0.3	0.3	0.1	0.3
10	0.2	2278	0.025329819999569736	5	0.3	20	0.3	0.3	0.1	0.3
10	0.4	1604	0.025420388000384264	5	0.3	20	0.3	0.3	0.1	0.3
10	0.6	1192	0.025310889999673236	5	0.3	20	0.3	0.3	0.1	0.3
10	0.8	647	0.02542019199972856	5	0.3	20	0.3	0.3	0.1	0.3
10	0.2	2812	0.02567199300028733	5	0.3	20	0.3	0.3	0.1	0.3
10	0.4	1250	0.02546970200000942	5	0.3	20	0.3	0.3	0.1	0.3
10	0.6	1336	0.025249221999729343	5	0.3	20	0.3	0.3	0.1	0.3
10	0.8	1027	0.025359670000398182	5	0.3	20	0.3	0.3	0.1	0.3
10	0.2	2234	0.025379259000146703	5	0.3	20	0.3	0.3	0.1	0.3
10	0.4	1381	0.02539160499964055	5	0.3	20	0.3	0.3	0.1	0.3
10	0.6	812	0.025328961999548483	5	0.3	20	0.3	0.3	0.1	0.3
10	0.8	850	0.025271045999943453	5	0.3	20	0.3	0.3	0.1	0.3
10	0.2	2067	0.02553490700029215	5	0.3	20	0.3	0.3	0.1	0.3
10	0.4	1190	0.025410182000086934	5	0.3	20	0.3	0.3	0.1	0.3
10	0.6	1006	0.025392954999915673	5	0.3	20	0.3	0.3	0.1	0.3
10	0.8	1030	0.025346644999444834	5	0.3	20	0.3	0.3	0.1	0.3
10	0.2	1077	0.025408495999727165	5	0.3	20	0.3	0.3	0.1	0.3
10	0.4	639	0.025330206999569782	5	0.3	20	0.3	0.3	0.1	0.3
10	0.6	913	0.02546400099981838	5	0.3	20	0.3	0.3	0.1	0.3
10	0.8	904	0.025474847999248595	5	0.3	20	0.3	0.3	0.1	0.3
10	0.2	1901	0.025711596999826725	5	0.3	20	0.3	0.3	0.1	0.3
10	0.4	1018	0.02560501399966597	5	0.3	20	0.3	0.3	0.1	0.3
10	0.6	819	0.025495122000393167	5	0.3	20	0.3	0.3	0.1	0.3
10	0.8	904	0.02552752000065084	5	0.3	20	0.3	0.3	0.1	0.3
10	0.2	2289	0.025533101999826613	5	0.3	20	0.3	0.3	0.1	0.3
10	0.4	1263	0.025505587000225205	5	0.3	20	0.3	0.3	0.1	0.3
10	0.6	871	0.02534759700029099	5	0.3	20	0.3	0.3	0.1	0.3
10	0.8	829	0.025396744000317995	5	0.3	20	0.3	0.3	0.1	0.3
10	0.2	1410	0.025401588999557134	5	0.3	20	0.3	0.3	0.1	0.3
10	0.4	744	0.025366102000589308	5	0.3	20	0.3	0.3	0.1	0.3
10	0.6	574	0.025346770999931323	5	0.3	20	0.3	0.3	0.1	0.3
10	0.8	541	0.025292438000178663	5	0.3	20	0.3	0.3	0.1	0.3
10	0.2	1572	0.025304234999566688	5	0.3	20	0.3	0.3	0.1	0.3
10	0.4	1056	0.02536386199972185	5	0.3	20	0.3	0.3	0.1	0.3
10	0.6	922	0.02526972499981639	5	0.3	20	0.3	0.3	0.1	0.3
10	0.8	1049	0.025312616000519483	5	0.3	20	0.3	0.3	0.1	0.3
10	0.2	2786	0.025397749000148906	5	0.3	20	0.3	0.3	0.1	0.3
10	0.4	1847	0.025502489999780664	5	0.3	20	0.3	0.3	0.1	0.3
10	0.6	1762	0.02521310500014806	5	0.3	20	0.3	0.3	0.1	0.3
10	0.8	1504	0.025333140999464376	5	0.3	20	0.3	0.3	0.1	0.3
10	0.2	2235	0.025205537999681837	5	0.3	20	0.3	0.3	0.1	0.3
10	0.4	1528	0.025345101000311843	5	0.3	20	0.3	0.3	0.1	0.3
10	0.6	919	0.025292305999755627	5	0.3	20	0.3	0.3	0.1	0.3
10	0.8	744	0.025291002000813023	5	0.3	20	0.3	0.3	0.1	0.3
10	0.2	2672	0.025323948999357526	5	0.3	20	0.3	0.3	0.1	0.3
10	0.4	1503	0.025280336999458086	5	0.3	20	0.3	0.3	0.1	0.3
10	0.6	1409	0.025303537000581855	5	0.3	20	0.3	0.3	0.1	0.3
10	0.8	879	0.025258900999688194	5	0.3	20	0.3	0.3	0.1	0.3
10	0.2	2383	0.02522912800031918	5	0.3	20	0.3	0.3	0.1	0.3
10	0.4	1236	0.025349395999910485	5	0.3	20	0.3	0.3	0.1	0.3
10	0.6	844	0.02541892299996107	5	0.3	20	0.3	0.3	0.1	0.3
10	0.8	844	0.025367108999489574	5	0.3	20	0.3	0.3	0.1	0.3
10	0.2	1967	0.025529339000058826	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1194	0.0252348690000872	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	969	0.025313180000011926	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	1015	0.025205393000760523	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	1077	0.02530715800003236	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	669	0.025436777000322763	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	727	0.02526880400000664	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	892	0.025542098000187252	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	1974	0.02566878600009659	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	967	0.02551038499950664	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	821	0.025538490999679198	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	819	0.025502571999822976	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	2217	0.02550025100026687	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1265	0.025605533000089054	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	870	0.025418957000511	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	920	0.025746504999915487	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	1356	0.025496305999695323	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	796	0.025360061999890604	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	635	0.02538401600031648	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	611	0.02529304699964996	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	1541	0.02535046500088356	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1036	0.025311235999652126	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	877	0.025714727000377025	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	984	0.02539842999976827	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	2952	0.02531055000054039	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	2011	0.025334769000437518	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	1889	0.025467587000093772	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	1579	0.025229169999875012	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	2765	0.02531056099996931	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1510	0.025436707000153547	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	1082	0.025349710000227788	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	1128	0.025313513000583043	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	2532	0.02535370699933992	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1500	0.02535423199969955	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	1119	0.02562218599996413	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	1199	0.025451151999732247	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	2079	0.025388648999978614	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1198	0.025334920000204875	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	861	0.02538366400040104	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	712	0.02544590000070457	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	1953	0.02556061499944917	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1030	0.02526287099954061	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	1090	0.02536513900031423	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	1037	0.02528563999931066	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	1294	0.02538591299980908	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	660	0.025323384999865084	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	690	0.025481134999608912	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	892	0.02554017200054659	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	2042	0.025685201000669622	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1045	0.025511626000479737	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	858	0.025532089999614982	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	830	0.0254797569996299	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	2270	0.025468959999670915	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1266	0.025567022999894107	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	1107	0.025415273000362504	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	1123	0.025395632999789086	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	1344	0.025346342000375444	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	732	0.025381016000210366	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	562	0.02522969399979047	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	617	0.025311817999863706	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	1551	0.029437215000143624	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1060	0.025333353999485553	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	1007	0.02519207400018786	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	921	0.025311345999398327	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	3197	0.025294914999903995	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1962	0.025216978000571544	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	1966	0.02525874900038616	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	1439	0.02530160500009515	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	2600	0.025277667999944242	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1526	0.025347492000037164	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	1355	0.02523906500027806	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	635	0.025314186999821686	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	2474	0.025313978000667703	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1558	0.025637548000304378	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	1309	0.02571704799993313	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	915	0.025415877999876102	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	2119	0.025544247999278014	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1190	0.025507432000267727	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	850	0.025872753999465203	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	815	0.025782851000258233	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	1941	0.02575128999978915	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1035	0.02531846400052018	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	933	0.025383944000168412	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	989	0.025297578000390786	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	1053	0.02531556299982185	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	669	0.025403753999853507	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	962	0.02526795799985848	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	745	0.025452248000874533	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	1787	0.02570846800063009	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	944	0.025538304000292555	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	826	0.025568700999428984	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	843	0.02568277600039437	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	2333	0.025719121000292944	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1265	0.025875652000650007	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	1144	0.025940788999832876	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	917	0.02555684900016786	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	1424	0.025654480999946827	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	652	0.02555369400033669	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	535	0.02558221099934599	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	541	0.025548236999384244	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	1543	0.02592307999930199	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1043	0.025971803999709664	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	1062	0.025433150000026217	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	915	0.026904274000116857	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	3205	0.02609049500006222	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1966	0.02608001799944759	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	1929	0.025640013000156614	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	1826	0.02592209200065554	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	2539	0.02595262399972853	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1686	0.026024204000350437	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	1014	0.025999793999289977	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	873	0.025516879999486264	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	2632	0.02536594299999706	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1614	0.02534458199988876	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	1074	0.025196880000294186	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	736	0.025320980999822496	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	2157	0.025312683999800356	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1190	0.02539649200025451	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	844	0.025493507000646787	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	817	0.025334545000077924	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	2008	0.025953516000299715	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1199	0.02555915700031619	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	989	0.025363182000546658	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	1107	0.0253294089998235	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	1116	0.025561794999703125	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	663	0.025682354000309715	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	770	0.025600061999284662	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	955	0.025811346999944362	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	1858	0.02607930700014549	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	922	0.0257164639997427	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	826	0.025695352000184357	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	826	0.025550206999469083	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	2225	0.025678938000055496	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1264	0.025885754999762867	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	884	0.025596860999939963	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	872	0.025758013000086066	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	1347	0.025673859000562516	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	703	0.025746547999915492	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	535	0.025359725000271283	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	617	0.025523495999550505	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	1551	0.025414192000425828	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1053	0.02546787699975539	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	864	0.025391078000211564	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	1053	0.025302916999862646	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	3205	0.025376135999977123	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1951	0.02526758699968923	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	1839	0.025316825000118115	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	1423	0.02534675800052355	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	2541	0.025391506999767444	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1361	0.02529310199952306	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	943	0.025254113000301004	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	1030	0.025332864000120026	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	2914	0.025253910000174074	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1624	0.025413473000298836	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	710	0.02525125600004685	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	738	0.025351532000058796	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	2216	0.02535802199963655	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1440	0.02527355899928807	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	788	0.025380292000590998	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	705	0.02530756200030737	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	2004	0.025562271000126202	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1186	0.02549248000013904	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	1031	0.025499866999780352	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	959	0.025406253000255674	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	1077	0.025454866000472975	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	639	0.025340232999951695	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	672	0.025479920000179845	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	885	0.025442868000027374	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	2030	0.025521955000840535	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	950	0.025579503000699333	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	827	0.02546550999977626	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	825	0.02549688200087985	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	2233	0.025572297999133298	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1266	0.02536913200037816	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	923	0.02538483000080305	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	917	0.025359750000461645	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	1420	0.025441325999963738	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	652	0.025458513000558014	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	588	0.025280852999458148	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	629	0.025480946999778098	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	1553	0.025419458999749622	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1077	0.02526614199996402	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	1068	0.025308756999947946	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	1070	0.0252750500003458	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	3087	0.025381080999977712	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1983	0.025388117999682436	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	1821	0.02536822599995503	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	1506	0.025420419000511174	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	2455	0.025400688999980048	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1482	0.027347747000021627	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	983	0.02540311600023415	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	1124	0.025376371999300318	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	2270	0.02540140499968402	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1702	0.02540967000004457	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	1375	0.02536345899989101	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	1249	0.025375832999998238	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	2119	0.02535860900025	5	0.3	20	0.3	0.3	0.2	0.2
10	0.4	1312	0.025353985000037937	5	0.3	20	0.3	0.3	0.2	0.2
10	0.6	842	0.02539911699932418	5	0.3	20	0.3	0.3	0.2	0.2
10	0.8	807	0.025341340999148088	5	0.3	20	0.3	0.3	0.2	0.2
10	0.2	2042	0.02558259499983251	5	0.3	20	0.3	0.3	0.2	0.3
10	0.4	1079	0.025383356000020285	5	0.3	20	0.3	0.3	0.2	0.3
10	0.6	966	0.025419824000891822	5	0.3	20	0.3	0.3	0.2	0.3
10	0.8	957	0.025551642999744217	5	0.3	20	0.3	0.3	0.2	0.3
10	0.2	1327	0.025562036000337685	5	0.3	20	0.3	0.3	0.2	0.3
10	0.4	663	0.025524798999867926	5	0.3	20	0.3	0.3	0.2	0.3
10	0.6	835	0.025371456000357284	5	0.3	20	0.3	0.3	0.2	0.3
10	0.8	702	0.025505196999802138	5	0.3	20	0.3	0.3	0.2	0.3
10	0.2	1966	0.025609718999476172	5	0.3	20	0.3	0.3	0.2	0.3
10	0.4	942	0.025706851999530045	5	0.3	20	0.3	0.3	0.2	0.3
10	0.6	856	0.025481116000264592	5	0.3	20	0.3	0.3	0.2	0.3
10	0.8	807	0.0255558340004427	5	0.3	20	0.3	0.3	0.2	0.3
10	0.2	2211	0.02556807699966157	5	0.3	20	0.3	0.3	0.2	0.3
10	0.4	1235	0.025575845000275876	5	0.3	20	0.3	0.3	0.2	0.3
10	0.6	933	0.025462520000473887	5	0.3	20	0.3	0.3	0.2	0.3
10	0.8	1070	0.025468253000326513	5	0.3	20	0.3	0.3	0.2	0.3
10	0.2	1317	0.02541158700023516	5	0.3	20	0.3	0.3	0.2	0.3
10	0.4	810	0.025448422999943432	5	0.3	20	0.3	0.3	0.2	0.3
10	0.6	581	0.02561652900021727	5	0.3	20	0.3	0.3	0.2	0.3
10	0.8	607	0.025347408000016003	5	0.3	20	0.3	0.3	0.2	0.3
10	0.2	1572	0.02535704300044017	5	0.3	20	0.3	0.3	0.2	0.3
10	0.4	963	0.025359768000271288	5	0.3	20	0.3	0.3	0.2	0.3
10	0.6	871	0.02527624999947875	5	0.3	20	0.3	0.3	0.2	0.3
10	0.8	965	0.025319632000901038	5	0.3	20	0.3	0.3	0.2	0.3
10	0.2	3284	0.025249197000448476	5	0.3	20	0.3	0.3	0.2	0.3
10	0.4	2137	0.025298658999417967	5	0.3	20	0.3	0.3	0.2	0.3
10	0.6	1768	0.025546599999870523	5	0.3	20	0.3	0.3	0.2	0.3
10	0.8	1408	0.025387075999788067	5	0.3	20	0.3	0.3	0.2	0.3
10	0.2	2900	0.02535483599967847	5	0.3	20	0.3	0.3	0.2	0.3
10	0.4	1526	0.025288568000178202	5	0.3	20	0.3	0.3	0.2	0.3
10	0.6	773	0.0252953939998406	5	0.3	20	0.3	0.3	0.2	0.3
10	0.8	575	0.025300166999841167	5	0.3	20	0.3	0.3	0.2	0.3
10	0.2	2361	0.025339814000290062	5	0.3	20	0.3	0.3	0.2	0.3
10	0.4	1610	0.02541965300042648	5	0.3	20	0.3	0.3	0.2	0.3
10	0.6	1042	0.025235729000087304	5	0.3	20	0.3	0.3	0.2	0.3
10	0.8	908	0.02533461700022599	5	0.3	20	0.3	0.3	0.2	0.3
10	0.2	2249	0.025400694999916595	5	0.3	20	0.3	0.3	0.2	0.3
10	0.4	1245	0.0254220990000249	5	0.3	20	0.3	0.3	0.2	0.3
10	0.6	742	0.02539530099966214	5	0.3	20	0.3	0.3	0.2	0.3
10	0.8	703	0.02532872200026759	5	0.3	20	0.3	0.3	0.2	0.3
10	0.2	1980	0.025815856000008353	5	0.3	20	0.3	0.3	0.2	0.3
10	0.4	1094	0.025435431000005337	5	0.3	20	0.3	0.3	0.2	0.3
10	0.6	973	0.025522450000607932	5	0.3	20	0.3	0.3	0.2	0.3
10	0.8	1030	0.025507801999992807	5	0.3	20	0.3	0.3	0.2	0.3
10	0.2	1077	0.025478036999629694	5	0.3	20	0.3	0.3	0.2	0.3
10	0.4	663	0.02533192099963344	5	0.3	20	0.3	0.3	0.2	0.3
10	0.6	934	0.02560233399981371	5	0.3	20	0.3	0.3	0.2	0.3
10	0.8	690	0.025536858999657852	5	0.3	20	0.3	0.3	0.2	0.3
10	0.2	1747	0.025702789000206394	5	0.3	20	0.3	0.3	0.2	0.3
10	0.4	950	0.02555614399989281	5	0.3	20	0.3	0.3	0.2	0.3
10	0.6	856	0.025784355000723735	5	0.3	20	0.3	0.3	0.2	0.3
10	0.8	843	0.025530897999487934	5	0.3	20	0.3	0.3	0.2	0.3
10	0.2	2286	0.02546715599964955	5	0.3	20	0.3	0.3	0.2	0.3
10	0.4	1232	0.025586306000150216	5	0.3	20	0.3	0.3	0.2	0.3
10	0.6	1107	0.02552850899974146	5	0.3	20	0.3	0.3	0.2	0.3
10	0.8	915	0.02551981299984618	5	0.3	20	0.3	0.3	0.2	0.3
10	0.2	1308	0.025736833999872033	5	0.3	20	0.3	0.3	0.2	0.3
10	0.4	630	0.025681827999505913	5	0.3	20	0.3	0.3	0.2	0.3
10	0.6	573	0.025450873000409047	5	0.3	20	0.3	0.3	0.2	0.3
10	0.8	617	0.025477907000095	5	0.3	20	0.3	0.3	0.2	0.3
10	0.2	1553	0.025382425999850966	5	0.3	20	0.3	0.3	0.2	0.3
10	0.4	1077	0.02542689700021583	5	0.3	20	0.3	0.3	0.2	0.3
10	0.6	1072	0.02538884799923835	5	0.3	20	0.3	0.3	0.2	0.3
